id,date.entered,week,rating
3,2000-10-21,wk2,76.0
3,2000-10-21,wk3,72.0
3,2000-10-21,wk4,69.0
3,2000-10-21,wk5,67.0
3,2000-10-21,wk6,65.0
3,2000-10-21,wk7,55.0
3,2000-10-21,wk8,59.0
3,2000-10-21,wk9,62.0
3,2000-10-21,wk10,61.0
3,2000-10-21,wk11,61.0
3,2000-10-21,wk12,59.0
3,2000-10-21,wk13,61.0
3,2000-10-21,wk14,66.0
3,2000-10-21,wk15,72.0
3,2000-10-21,wk16,76.0
3,2000-10-21,wk17,75.0
3,2000-10-21,wk18,67.0
3,2000-10-21,wk19,73.0
3,2000-10-21,wk20,70.0
4,2000-04-15,wk1,57.0
4,2000-04-15,wk2,34.0
4,2000-04-15,wk3,25.0
4,2000-04-15,wk4,17.0
4,2000-04-15,wk5,17.0
4,2000-04-15,wk6,31.0
4,2000-04-15,wk7,36.0
4,2000-04-15,wk8,49.0
4,2000-04-15,wk9,53.0
4,2000-04-15,wk10,57.0
4,2000-04-15,wk11,64.0
4,2000-04-15,wk12,70.0
4,2000-04-15,wk13,75.0
4,2000-04-15,wk14,76.0
4,2000-04-15,wk15,78.0
4,2000-04-15,wk16,85.0
4,2000-04-15,wk17,92.0
4,2000-04-15,wk18,96.0
5,2000-08-19,wk1,51.0
5,2000-08-19,wk2,39.0
5,2000-08-19,wk3,34.0
5,2000-08-19,wk4,26.0
5,2000-08-19,wk5,26.0
5,2000-08-19,wk6,19.0
5,2000-08-19,wk7,2.0
5,2000-08-19,wk8,2.0
5,2000-08-19,wk9,3.0
5,2000-08-19,wk10,6.0
5,2000-08-19,wk11,7.0
5,2000-08-19,wk12,22.0
5,2000-08-19,wk13,29.0
5,2000-08-19,wk14,36.0
5,2000-08-19,wk15,47.0
5,2000-08-19,wk16,67.0
5,2000-08-19,wk17,66.0
5,2000-08-19,wk18,84.0
5,2000-08-19,wk19,93.0
5,2000-08-19,wk20,94.0
6,2000-07-08,wk1,97.0
6,2000-07-08,wk2,97.0
6,2000-07-08,wk3,96.0
6,2000-07-08,wk4,95.0
6,2000-07-08,wk5,100.0
7,2000-01-29,wk1,84.0
7,2000-01-29,wk2,62.0
7,2000-01-29,wk3,51.0
7,2000-01-29,wk4,41.0
7,2000-01-29,wk5,38.0
7,2000-01-29,wk6,35.0
7,2000-01-29,wk7,35.0
7,2000-01-29,wk8,38.0
7,2000-01-29,wk9,38.0
7,2000-01-29,wk10,36.0
7,2000-01-29,wk11,37.0
7,2000-01-29,wk12,37.0
7,2000-01-29,wk13,38.0
7,2000-01-29,wk14,49.0
7,2000-01-29,wk15,61.0
7,2000-01-29,wk16,63.0
7,2000-01-29,wk17,62.0
7,2000-01-29,wk18,67.0
7,2000-01-29,wk19,83.0
7,2000-01-29,wk20,86.0
8,2000-03-18,wk1,59.0
8,2000-03-18,wk2,53.0
8,2000-03-18,wk3,38.0
8,2000-03-18,wk4,28.0
8,2000-03-18,wk5,21.0
8,2000-03-18,wk6,18.0
8,2000-03-18,wk7,16.0
8,2000-03-18,wk8,14.0
8,2000-03-18,wk9,12.0
8,2000-03-18,wk10,10.0
8,2000-03-18,wk11,9.0
8,2000-03-18,wk12,8.0
8,2000-03-18,wk13,6.0
8,2000-03-18,wk14,1.0
8,2000-03-18,wk15,2.0
8,2000-03-18,wk16,2.0
8,2000-03-18,wk17,2.0
8,2000-03-18,wk18,2.0
8,2000-03-18,wk19,3.0
8,2000-03-18,wk20,4.0
8,2000-03-18,wk21,5.0
8,2000-03-18,wk22,5.0
8,2000-03-18,wk23,6.0
8,2000-03-18,wk24,9.0
8,2000-03-18,wk25,13.0
8,2000-03-18,wk26,14.0
8,2000-03-18,wk27,16.0
8,2000-03-18,wk28,23.0
8,2000-03-18,wk29,22.0
8,2000-03-18,wk30,33.0
8,2000-03-18,wk31,36.0
8,2000-03-18,wk32,43.0
9,2000-08-26,wk1,76.0
9,2000-08-26,wk2,76.0
9,2000-08-26,wk3,74.0
9,2000-08-26,wk4,69.0
9,2000-08-26,wk5,68.0
9,2000-08-26,wk6,67.0
9,2000-08-26,wk7,61.0
9,2000-08-26,wk8,58.0
9,2000-08-26,wk9,57.0
9,2000-08-26,wk10,59.0
9,2000-08-26,wk11,66.0
9,2000-08-26,wk12,68.0
9,2000-08-26,wk13,61.0
9,2000-08-26,wk14,67.0
9,2000-08-26,wk15,59.0
9,2000-08-26,wk16,63.0
9,2000-08-26,wk17,67.0
9,2000-08-26,wk18,71.0
9,2000-08-26,wk19,79.0
9,2000-08-26,wk20,89.0
10,2000-04-29,wk1,84.0
10,2000-04-29,wk2,84.0
10,2000-04-29,wk3,75.0
10,2000-04-29,wk4,73.0
10,2000-04-29,wk5,73.0
10,2000-04-29,wk6,69.0
10,2000-04-29,wk7,68.0
10,2000-04-29,wk8,65.0
10,2000-04-29,wk9,73.0
10,2000-04-29,wk10,83.0
10,2000-04-29,wk11,92.0
11,2000-08-05,wk1,57.0
11,2000-08-05,wk2,47.0
11,2000-08-05,wk3,45.0
11,2000-08-05,wk4,29.0
11,2000-08-05,wk5,23.0
11,2000-08-05,wk6,18.0
11,2000-08-05,wk7,11.0
11,2000-08-05,wk8,9.0
11,2000-08-05,wk9,9.0
11,2000-08-05,wk10,11.0
11,2000-08-05,wk11,1.0
11,2000-08-05,wk12,1.0
11,2000-08-05,wk13,1.0
11,2000-08-05,wk14,1.0
11,2000-08-05,wk15,4.0
11,2000-08-05,wk16,8.0
11,2000-08-05,wk17,12.0
11,2000-08-05,wk18,22.0
11,2000-08-05,wk19,23.0
11,2000-08-05,wk20,43.0
11,2000-08-05,wk21,44.0
12,2000-04-15,wk1,50.0
12,2000-04-15,wk2,39.0
12,2000-04-15,wk3,30.0
12,2000-04-15,wk4,28.0
12,2000-04-15,wk5,21.0
12,2000-04-15,wk6,19.0
12,2000-04-15,wk7,20.0
12,2000-04-15,wk8,17.0
12,2000-04-15,wk9,17.0
12,2000-04-15,wk10,17.0
12,2000-04-15,wk11,17.0
12,2000-04-15,wk12,3.0
12,2000-04-15,wk13,3.0
12,2000-04-15,wk14,7.0
12,2000-04-15,wk15,10.0
12,2000-04-15,wk16,17.0
12,2000-04-15,wk17,25.0
12,2000-04-15,wk18,29.0
12,2000-04-15,wk19,29.0
12,2000-04-15,wk20,40.0
12,2000-04-15,wk21,43.0
12,2000-04-15,wk22,50.0
13,1999-11-27,wk1,71.0
13,1999-11-27,wk2,51.0
13,1999-11-27,wk3,28.0
13,1999-11-27,wk4,18.0
13,1999-11-27,wk5,13.0
13,1999-11-27,wk6,13.0
13,1999-11-27,wk7,11.0
13,1999-11-27,wk8,1.0
13,1999-11-27,wk9,1.0
13,1999-11-27,wk10,2.0
13,1999-11-27,wk11,2.0
13,1999-11-27,wk12,3.0
13,1999-11-27,wk13,3.0
13,1999-11-27,wk14,4.0
13,1999-11-27,wk15,12.0
13,1999-11-27,wk16,11.0
13,1999-11-27,wk17,13.0
13,1999-11-27,wk18,15.0
13,1999-11-27,wk19,18.0
13,1999-11-27,wk20,20.0
13,1999-11-27,wk21,30.0
13,1999-11-27,wk22,40.0
13,1999-11-27,wk23,39.0
13,1999-11-27,wk24,44.0
14,2000-04-08,wk1,79.0
14,2000-04-08,wk2,65.0
14,2000-04-08,wk3,53.0
14,2000-04-08,wk4,48.0
14,2000-04-08,wk5,45.0
14,2000-04-08,wk6,36.0
14,2000-04-08,wk7,34.0
14,2000-04-08,wk8,29.0
14,2000-04-08,wk9,27.0
14,2000-04-08,wk10,30.0
14,2000-04-08,wk11,36.0
14,2000-04-08,wk12,37.0
14,2000-04-08,wk13,39.0
14,2000-04-08,wk14,49.0
14,2000-04-08,wk15,57.0
14,2000-04-08,wk16,63.0
14,2000-04-08,wk17,65.0
14,2000-04-08,wk18,68.0
14,2000-04-08,wk19,79.0
14,2000-04-08,wk20,86.0
15,2000-01-22,wk1,80.0
15,2000-01-22,wk2,78.0
15,2000-01-22,wk3,76.0
15,2000-01-22,wk4,77.0
15,2000-01-22,wk5,92.0
16,1999-07-17,wk1,99.0
16,1999-07-17,wk2,99.0
16,1999-07-17,wk3,96.0
16,1999-07-17,wk4,96.0
16,1999-07-17,wk5,100.0
16,1999-07-17,wk6,93.0
16,1999-07-17,wk7,93.0
16,1999-07-17,wk8,96.0
16,1999-07-17,wk11,99.0
16,1999-07-17,wk13,96.0
16,1999-07-17,wk14,96.0
16,1999-07-17,wk15,99.0
16,1999-07-17,wk16,98.0
16,1999-07-17,wk17,98.0
16,1999-07-17,wk19,95.0
16,1999-07-17,wk20,88.0
16,1999-07-17,wk21,88.0
16,1999-07-17,wk22,79.0
16,1999-07-17,wk23,76.0
16,1999-07-17,wk24,69.0
16,1999-07-17,wk25,69.0
16,1999-07-17,wk26,59.0
16,1999-07-17,wk27,58.0
16,1999-07-17,wk28,58.0
16,1999-07-17,wk29,49.0
16,1999-07-17,wk30,44.0
16,1999-07-17,wk31,42.0
16,1999-07-17,wk32,46.0
16,1999-07-17,wk33,50.0
17,2000-04-01,wk1,92.0
17,2000-04-01,wk4,95.0
17,2000-04-01,wk12,97.0
18,2000-09-16,wk1,82.0
18,2000-09-16,wk2,76.0
18,2000-09-16,wk3,76.0
18,2000-09-16,wk4,70.0
18,2000-09-16,wk5,82.0
18,2000-09-16,wk6,81.0
18,2000-09-16,wk7,74.0
18,2000-09-16,wk8,80.0
18,2000-09-16,wk9,76.0
18,2000-09-16,wk10,76.0
18,2000-09-16,wk11,73.0
18,2000-09-16,wk12,74.0
18,2000-09-16,wk13,87.0
18,2000-09-16,wk14,83.0
18,2000-09-16,wk15,89.0
18,2000-09-16,wk16,93.0
18,2000-09-16,wk17,94.0
18,2000-09-16,wk18,94.0
18,2000-09-16,wk19,91.0
18,2000-09-16,wk20,90.0
19,2000-02-26,wk1,77.0
19,2000-02-26,wk2,54.0
19,2000-02-26,wk3,50.0
19,2000-02-26,wk4,43.0
19,2000-02-26,wk5,30.0
19,2000-02-26,wk6,27.0
19,2000-02-26,wk7,21.0
19,2000-02-26,wk8,18.0
19,2000-02-26,wk9,15.0
19,2000-02-26,wk10,13.0
19,2000-02-26,wk11,13.0
19,2000-02-26,wk12,13.0
19,2000-02-26,wk13,13.0
19,2000-02-26,wk14,5.0
19,2000-02-26,wk15,2.0
19,2000-02-26,wk16,2.0
19,2000-02-26,wk17,5.0
19,2000-02-26,wk18,7.0
19,2000-02-26,wk19,9.0
19,2000-02-26,wk20,12.0
19,2000-02-26,wk21,12.0
19,2000-02-26,wk22,16.0
19,2000-02-26,wk23,20.0
19,2000-02-26,wk24,20.0
19,2000-02-26,wk25,22.0
19,2000-02-26,wk26,25.0
19,2000-02-26,wk27,26.0
19,2000-02-26,wk28,29.0
19,2000-02-26,wk29,35.0
19,2000-02-26,wk30,33.0
19,2000-02-26,wk31,40.0
19,2000-02-26,wk32,44.0
20,2000-11-04,wk1,70.0
20,2000-11-04,wk2,62.0
20,2000-11-04,wk3,56.0
20,2000-11-04,wk4,43.0
20,2000-11-04,wk5,39.0
20,2000-11-04,wk6,33.0
20,2000-11-04,wk7,26.0
20,2000-11-04,wk8,26.0
20,2000-11-04,wk9,26.0
20,2000-11-04,wk10,31.0
20,2000-11-04,wk11,32.0
20,2000-11-04,wk12,31.0
20,2000-11-04,wk13,38.0
20,2000-11-04,wk14,38.0
20,2000-11-04,wk15,52.0
20,2000-11-04,wk16,57.0
20,2000-11-04,wk17,64.0
20,2000-11-04,wk18,73.0
20,2000-11-04,wk19,81.0
20,2000-11-04,wk20,79.0
21,2000-04-29,wk1,62.0
21,2000-04-29,wk2,32.0
21,2000-04-29,wk3,30.0
21,2000-04-29,wk4,23.0
21,2000-04-29,wk5,26.0
21,2000-04-29,wk6,30.0
21,2000-04-29,wk7,35.0
21,2000-04-29,wk8,32.0
21,2000-04-29,wk9,32.0
21,2000-04-29,wk10,25.0
21,2000-04-29,wk11,23.0
21,2000-04-29,wk12,28.0
21,2000-04-29,wk13,27.0
21,2000-04-29,wk14,29.0
21,2000-04-29,wk15,27.0
21,2000-04-29,wk16,31.0
21,2000-04-29,wk17,31.0
21,2000-04-29,wk18,33.0
21,2000-04-29,wk19,40.0
21,2000-04-29,wk20,51.0
22,2000-04-29,wk1,99.0
22,2000-04-29,wk2,86.0
22,2000-04-29,wk3,60.0
22,2000-04-29,wk4,52.0
22,2000-04-29,wk5,38.0
22,2000-04-29,wk6,34.0
22,2000-04-29,wk7,28.0
22,2000-04-29,wk8,21.0
22,2000-04-29,wk9,18.0
22,2000-04-29,wk10,18.0
22,2000-04-29,wk11,19.0
22,2000-04-29,wk12,15.0
22,2000-04-29,wk13,18.0
22,2000-04-29,wk14,13.0
22,2000-04-29,wk15,16.0
22,2000-04-29,wk16,15.0
22,2000-04-29,wk17,16.0
22,2000-04-29,wk18,16.0
22,2000-04-29,wk19,17.0
22,2000-04-29,wk20,15.0
22,2000-04-29,wk21,18.0
22,2000-04-29,wk22,17.0
22,2000-04-29,wk23,16.0
22,2000-04-29,wk24,22.0
22,2000-04-29,wk25,24.0
22,2000-04-29,wk26,30.0
22,2000-04-29,wk27,36.0
22,2000-04-29,wk28,37.0
22,2000-04-29,wk29,42.0
22,2000-04-29,wk30,45.0
22,2000-04-29,wk31,49.0
23,2000-10-14,wk1,39.0
23,2000-10-14,wk2,25.0
23,2000-10-14,wk3,24.0
23,2000-10-14,wk4,15.0
23,2000-10-14,wk5,12.0
23,2000-10-14,wk6,12.0
23,2000-10-14,wk7,10.0
23,2000-10-14,wk8,9.0
23,2000-10-14,wk9,10.0
23,2000-10-14,wk10,12.0
23,2000-10-14,wk11,17.0
23,2000-10-14,wk12,19.0
23,2000-10-14,wk13,29.0
23,2000-10-14,wk14,26.0
23,2000-10-14,wk15,24.0
23,2000-10-14,wk16,31.0
23,2000-10-14,wk17,52.0
23,2000-10-14,wk18,63.0
23,2000-10-14,wk19,62.0
23,2000-10-14,wk20,70.0
24,2000-01-01,wk1,74.0
24,2000-01-01,wk2,62.0
24,2000-01-01,wk3,55.0
24,2000-01-01,wk4,25.0
24,2000-01-01,wk5,16.0
24,2000-01-01,wk6,14.0
24,2000-01-01,wk7,12.0
24,2000-01-01,wk8,10.0
24,2000-01-01,wk9,12.0
24,2000-01-01,wk10,9.0
24,2000-01-01,wk11,7.0
24,2000-01-01,wk12,6.0
24,2000-01-01,wk13,6.0
24,2000-01-01,wk14,6.0
24,2000-01-01,wk15,8.0
24,2000-01-01,wk16,9.0
24,2000-01-01,wk17,13.0
24,2000-01-01,wk18,19.0
24,2000-01-01,wk19,23.0
24,2000-01-01,wk20,26.0
24,2000-01-01,wk21,32.0
24,2000-01-01,wk22,34.0
24,2000-01-01,wk23,45.0
24,2000-01-01,wk24,47.0
25,2000-05-27,wk1,58.0
25,2000-05-27,wk2,50.0
25,2000-05-27,wk3,43.0
25,2000-05-27,wk4,37.0
25,2000-05-27,wk5,31.0
25,2000-05-27,wk6,30.0
25,2000-05-27,wk7,39.0
25,2000-05-27,wk8,47.0
25,2000-05-27,wk9,55.0
25,2000-05-27,wk10,61.0
25,2000-05-27,wk11,76.0
25,2000-05-27,wk12,90.0
25,2000-05-27,wk13,93.0
25,2000-05-27,wk14,93.0
25,2000-05-27,wk15,100.0
26,2000-08-19,wk1,67.0
26,2000-08-19,wk2,53.0
26,2000-08-19,wk3,42.0
26,2000-08-19,wk4,41.0
26,2000-08-19,wk5,48.0
26,2000-08-19,wk6,42.0
26,2000-08-19,wk7,34.0
26,2000-08-19,wk8,6.0
26,2000-08-19,wk9,9.0
26,2000-08-19,wk10,9.0
26,2000-08-19,wk11,8.0
26,2000-08-19,wk12,11.0
26,2000-08-19,wk13,15.0
26,2000-08-19,wk14,21.0
26,2000-08-19,wk15,26.0
26,2000-08-19,wk16,29.0
26,2000-08-19,wk17,26.0
26,2000-08-19,wk18,38.0
26,2000-08-19,wk19,56.0
26,2000-08-19,wk20,66.0
27,2000-07-22,wk1,99.0
27,2000-07-22,wk2,92.0
27,2000-07-22,wk3,85.0
27,2000-07-22,wk4,76.0
27,2000-07-22,wk5,65.0
27,2000-07-22,wk6,54.0
27,2000-07-22,wk7,61.0
27,2000-07-22,wk8,58.0
27,2000-07-22,wk9,54.0
27,2000-07-22,wk10,54.0
27,2000-07-22,wk11,53.0
27,2000-07-22,wk12,53.0
27,2000-07-22,wk13,43.0
27,2000-07-22,wk14,40.0
27,2000-07-22,wk15,44.0
27,2000-07-22,wk16,41.0
27,2000-07-22,wk17,51.0
27,2000-07-22,wk18,65.0
27,2000-07-22,wk19,78.0
27,2000-07-22,wk20,84.0
28,2000-09-09,wk1,77.0
28,2000-09-09,wk2,76.0
28,2000-09-09,wk3,69.0
28,2000-09-09,wk4,45.0
28,2000-09-09,wk5,51.0
28,2000-09-09,wk6,37.0
28,2000-09-09,wk7,33.0
28,2000-09-09,wk8,29.0
28,2000-09-09,wk9,26.0
28,2000-09-09,wk10,25.0
28,2000-09-09,wk11,16.0
28,2000-09-09,wk12,15.0
28,2000-09-09,wk13,15.0
28,2000-09-09,wk14,19.0
28,2000-09-09,wk15,19.0
28,2000-09-09,wk16,20.0
28,2000-09-09,wk17,22.0
28,2000-09-09,wk18,20.0
28,2000-09-09,wk19,21.0
28,2000-09-09,wk20,34.0
28,2000-09-09,wk21,44.0
29,2000-10-21,wk1,72.0
29,2000-10-21,wk2,72.0
29,2000-10-21,wk3,63.0
29,2000-10-21,wk4,56.0
29,2000-10-21,wk5,62.0
29,2000-10-21,wk6,63.0
29,2000-10-21,wk7,54.0
29,2000-10-21,wk8,60.0
29,2000-10-21,wk9,69.0
29,2000-10-21,wk10,75.0
29,2000-10-21,wk11,84.0
29,2000-10-21,wk12,92.0
29,2000-10-21,wk13,85.0
29,2000-10-21,wk14,84.0
29,2000-10-21,wk15,95.0
30,2000-05-20,wk1,95.0
30,2000-05-20,wk2,87.0
30,2000-05-20,wk3,80.0
30,2000-05-20,wk4,80.0
30,2000-05-20,wk5,77.0
30,2000-05-20,wk6,87.0
30,2000-05-20,wk7,91.0
30,2000-05-20,wk8,91.0
30,2000-05-20,wk9,100.0
31,2000-01-29,wk1,75.0
31,2000-01-29,wk2,74.0
31,2000-01-29,wk3,87.0
32,2000-04-22,wk1,96.0
32,2000-04-22,wk2,87.0
32,2000-04-22,wk3,75.0
32,2000-04-22,wk4,79.0
32,2000-04-22,wk5,81.0
32,2000-04-22,wk6,81.0
32,2000-04-22,wk7,76.0
32,2000-04-22,wk8,76.0
32,2000-04-22,wk9,78.0
32,2000-04-22,wk10,84.0
32,2000-04-22,wk11,90.0
32,2000-04-22,wk12,88.0
32,2000-04-22,wk13,94.0
32,2000-04-22,wk14,98.0
32,2000-04-22,wk15,100.0
33,2000-03-04,wk1,78.0
33,2000-03-04,wk2,59.0
33,2000-03-04,wk3,53.0
33,2000-03-04,wk4,52.0
33,2000-03-04,wk5,47.0
33,2000-03-04,wk6,46.0
33,2000-03-04,wk7,43.0
33,2000-03-04,wk8,47.0
33,2000-03-04,wk9,47.0
33,2000-03-04,wk10,58.0
33,2000-03-04,wk11,54.0
33,2000-03-04,wk12,57.0
33,2000-03-04,wk13,70.0
33,2000-03-04,wk14,85.0
33,2000-03-04,wk15,84.0
33,2000-03-04,wk16,93.0
33,2000-03-04,wk17,97.0
34,2000-02-19,wk1,87.0
34,2000-02-19,wk2,73.0
34,2000-02-19,wk3,62.0
34,2000-02-19,wk4,58.0
34,2000-02-19,wk5,58.0
34,2000-02-19,wk6,57.0
34,2000-02-19,wk7,51.0
34,2000-02-19,wk8,47.0
34,2000-02-19,wk9,44.0
34,2000-02-19,wk10,44.0
34,2000-02-19,wk11,44.0
34,2000-02-19,wk12,55.0
34,2000-02-19,wk13,53.0
34,2000-02-19,wk14,53.0
34,2000-02-19,wk15,63.0
34,2000-02-19,wk16,84.0
34,2000-02-19,wk17,85.0
34,2000-02-19,wk18,87.0
34,2000-02-19,wk19,95.0
34,2000-02-19,wk20,100.0
35,1999-10-23,wk1,73.0
35,1999-10-23,wk2,63.0
35,1999-10-23,wk3,50.0
35,1999-10-23,wk4,42.0
35,1999-10-23,wk5,24.0
35,1999-10-23,wk6,19.0
35,1999-10-23,wk7,17.0
35,1999-10-23,wk8,14.0
35,1999-10-23,wk9,11.0
35,1999-10-23,wk10,9.0
35,1999-10-23,wk11,9.0
35,1999-10-23,wk12,9.0
35,1999-10-23,wk13,10.0
35,1999-10-23,wk14,5.0
35,1999-10-23,wk15,5.0
35,1999-10-23,wk16,6.0
35,1999-10-23,wk17,8.0
35,1999-10-23,wk18,9.0
35,1999-10-23,wk19,15.0
35,1999-10-23,wk20,15.0
35,1999-10-23,wk21,18.0
35,1999-10-23,wk22,17.0
35,1999-10-23,wk23,18.0
35,1999-10-23,wk24,19.0
35,1999-10-23,wk25,19.0
35,1999-10-23,wk26,22.0
35,1999-10-23,wk27,26.0
35,1999-10-23,wk28,32.0
35,1999-10-23,wk29,42.0
36,1999-11-13,wk1,83.0
36,1999-11-13,wk2,80.0
36,1999-11-13,wk3,80.0
36,1999-11-13,wk4,75.0
36,1999-11-13,wk5,75.0
36,1999-11-13,wk6,73.0
36,1999-11-13,wk7,64.0
36,1999-11-13,wk8,64.0
36,1999-11-13,wk9,65.0
36,1999-11-13,wk10,67.0
36,1999-11-13,wk11,63.0
36,1999-11-13,wk12,67.0
36,1999-11-13,wk13,75.0
36,1999-11-13,wk14,85.0
36,1999-11-13,wk15,94.0
37,2000-04-15,wk1,97.0
37,2000-04-15,wk2,94.0
37,2000-04-15,wk3,77.0
37,2000-04-15,wk4,76.0
37,2000-04-15,wk5,68.0
37,2000-04-15,wk6,77.0
37,2000-04-15,wk7,89.0
37,2000-04-15,wk8,90.0
37,2000-04-15,wk10,100.0
38,1999-12-04,wk1,89.0
38,1999-12-04,wk2,76.0
38,1999-12-04,wk3,69.0
38,1999-12-04,wk4,59.0
38,1999-12-04,wk5,59.0
38,1999-12-04,wk6,51.0
38,1999-12-04,wk7,50.0
38,1999-12-04,wk8,35.0
38,1999-12-04,wk9,26.0
38,1999-12-04,wk10,15.0
38,1999-12-04,wk11,7.0
38,1999-12-04,wk12,6.0
38,1999-12-04,wk13,8.0
38,1999-12-04,wk14,8.0
38,1999-12-04,wk15,9.0
38,1999-12-04,wk16,11.0
38,1999-12-04,wk17,14.0
38,1999-12-04,wk18,16.0
38,1999-12-04,wk19,18.0
38,1999-12-04,wk20,23.0
38,1999-12-04,wk21,33.0
38,1999-12-04,wk22,41.0
38,1999-12-04,wk23,43.0
39,2000-03-18,wk1,70.0
39,2000-03-18,wk2,62.0
39,2000-03-18,wk3,55.0
39,2000-03-18,wk4,55.0
39,2000-03-18,wk5,52.0
39,2000-03-18,wk6,57.0
39,2000-03-18,wk7,72.0
39,2000-03-18,wk8,80.0
39,2000-03-18,wk9,82.0
39,2000-03-18,wk10,92.0
39,2000-03-18,wk11,96.0
39,2000-03-18,wk12,98.0
40,2000-08-12,wk1,64.0
40,2000-08-12,wk2,58.0
40,2000-08-12,wk3,51.0
40,2000-08-12,wk4,51.0
40,2000-08-12,wk5,48.0
40,2000-08-12,wk6,45.0
40,2000-08-12,wk7,36.0
40,2000-08-12,wk8,33.0
40,2000-08-12,wk9,34.0
40,2000-08-12,wk10,34.0
40,2000-08-12,wk11,35.0
40,2000-08-12,wk12,34.0
40,2000-08-12,wk13,39.0
40,2000-08-12,wk14,44.0
40,2000-08-12,wk15,51.0
40,2000-08-12,wk16,58.0
40,2000-08-12,wk17,61.0
40,2000-08-12,wk18,84.0
40,2000-08-12,wk19,85.0
40,2000-08-12,wk20,87.0
41,2000-03-18,wk1,63.0
41,2000-03-18,wk2,55.0
41,2000-03-18,wk3,48.0
41,2000-03-18,wk4,39.0
41,2000-03-18,wk5,35.0
41,2000-03-18,wk6,24.0
41,2000-03-18,wk7,3.0
41,2000-03-18,wk8,2.0
41,2000-03-18,wk9,2.0
41,2000-03-18,wk10,4.0
41,2000-03-18,wk11,4.0
41,2000-03-18,wk12,5.0
41,2000-03-18,wk13,11.0
41,2000-03-18,wk14,12.0
41,2000-03-18,wk15,16.0
41,2000-03-18,wk16,15.0
41,2000-03-18,wk17,14.0
41,2000-03-18,wk18,14.0
41,2000-03-18,wk19,12.0
41,2000-03-18,wk20,10.0
41,2000-03-18,wk21,11.0
41,2000-03-18,wk22,13.0
41,2000-03-18,wk23,13.0
41,2000-03-18,wk24,13.0
41,2000-03-18,wk25,15.0
41,2000-03-18,wk26,16.0
41,2000-03-18,wk27,14.0
41,2000-03-18,wk28,13.0
41,2000-03-18,wk29,17.0
41,2000-03-18,wk30,19.0
41,2000-03-18,wk31,23.0
41,2000-03-18,wk32,29.0
41,2000-03-18,wk33,37.0
41,2000-03-18,wk34,33.0
41,2000-03-18,wk35,34.0
41,2000-03-18,wk36,41.0
41,2000-03-18,wk37,48.0
42,2000-07-29,wk1,76.0
42,2000-07-29,wk2,69.0
42,2000-07-29,wk3,51.0
42,2000-07-29,wk4,42.0
42,2000-07-29,wk5,37.0
42,2000-07-29,wk6,32.0
42,2000-07-29,wk7,32.0
42,2000-07-29,wk8,34.0
42,2000-07-29,wk9,34.0
42,2000-07-29,wk10,38.0
42,2000-07-29,wk11,50.0
42,2000-07-29,wk12,53.0
42,2000-07-29,wk13,53.0
42,2000-07-29,wk14,63.0
42,2000-07-29,wk15,65.0
42,2000-07-29,wk16,72.0
42,2000-07-29,wk17,79.0
42,2000-07-29,wk18,84.0
42,2000-07-29,wk19,89.0
42,2000-07-29,wk20,90.0
43,2000-12-02,wk1,98.0
43,2000-12-02,wk2,98.0
